         0	 5.00012e-01	 1.00000e+00	-5.00000e-03
         1	 5.00025e-01	 9.99975e-01	-1.00000e-02
         2	 5.00038e-01	 9.99925e-01	-1.49999e-02
         3	 5.00050e-01	 9.99850e-01	-1.99995e-02
         4	 5.00063e-01	 9.99750e-01	-2.49988e-02
         5	 5.00075e-01	 9.99625e-01	-2.99975e-02
         6	 5.00088e-01	 9.99475e-01	-3.49956e-02
         7	 5.00100e-01	 9.99300e-01	-3.99930e-02
         8	 5.00113e-01	 9.99100e-01	-4.49895e-02
         9	 5.00125e-01	 9.98875e-01	-4.99850e-02
        10	 5.00138e-01	 9.98625e-01	-5.49794e-02
        11	 5.00150e-01	 9.98350e-01	-5.99725e-02
        12	 5.00163e-01	 9.98050e-01	-6.49643e-02
        13	 5.00175e-01	 9.97726e-01	-6.99545e-02
        14	 5.00188e-01	 9.97376e-01	-7.49431e-02
        15	 5.00200e-01	 9.97001e-01	-7.99300e-02
        16	 5.00213e-01	 9.96601e-01	-8.49150e-02
        17	 5.00225e-01	 9.96177e-01	-8.98980e-02
        18	 5.00238e-01	 9.95727e-01	-9.48789e-02
        19	 5.00250e-01	 9.95253e-01	-9.98575e-02
        20	 5.00263e-01	 9.94754e-01	-1.04834e-01
        21	 5.00275e-01	 9.94230e-01	-1.09808e-01
        22	 5.00288e-01	 9.93681e-01	-1.14779e-01
        23	 5.00300e-01	 9.93107e-01	-1.19747e-01
        24	 5.00313e-01	 9.92508e-01	-1.24713e-01
        25	 5.00325e-01	 9.91884e-01	-1.29675e-01
        26	 5.00338e-01	 9.91236e-01	-1.34635e-01
        27	 5.00350e-01	 9.90563e-01	-1.39591e-01
        28	 5.00363e-01	 9.89865e-01	-1.44544e-01
        29	 5.00375e-01	 9.89142e-01	-1.49493e-01
        30	 5.00388e-01	 9.88395e-01	-1.54439e-01
        31	 5.00400e-01	 9.87622e-01	-1.59381e-01
        32	 5.00413e-01	 9.86826e-01	-1.64319e-01
        33	 5.00425e-01	 9.86004e-01	-1.69253e-01
        34	 5.00438e-01	 9.85158e-01	-1.74183e-01
        35	 5.00450e-01	 9.84287e-01	-1.79109e-01
        36	 5.00463e-01	 9.83391e-01	-1.84030e-01
        37	 5.00475e-01	 9.82471e-01	-1.88947e-01
        38	 5.00488e-01	 9.81526e-01	-1.93859e-01
        39	 5.00500e-01	 9.80557e-01	-1.98767e-01
        40	 5.00513e-01	 9.79563e-01	-2.03670e-01
        41	 5.00525e-01	 9.78545e-01	-2.08568e-01
        42	 5.00538e-01	 9.77502e-01	-2.13460e-01
        43	 5.00550e-01	 9.76435e-01	-2.18348e-01
        44	 5.00563e-01	 9.75343e-01	-2.23230e-01
        45	 5.00575e-01	 9.74227e-01	-2.28107e-01
        46	 5.00588e-01	 9.73086e-01	-2.32978e-01
        47	 5.00600e-01	 9.71921e-01	-2.37843e-01
        48	 5.00613e-01	 9.70732e-01	-2.42703e-01
        49	 5.00625e-01	 9.69519e-01	-2.47557e-01
        50	 5.00638e-01	 9.68281e-01	-2.52404e-01
        51	 5.00650e-01	 9.67019e-01	-2.57246e-01
        52	 5.00663e-01	 9.65733e-01	-2.62081e-01
        53	 5.00675e-01	 9.64422e-01	-2.66909e-01
        54	 5.00688e-01	 9.63088e-01	-2.71731e-01
        55	 5.00700e-01	 9.61729e-01	-2.76547e-01
        56	 5.00713e-01	 9.60346e-01	-2.81356e-01
        57	 5.00726e-01	 9.58940e-01	-2.86157e-01
        58	 5.00738e-01	 9.57509e-01	-2.90952e-01
        59	 5.00751e-01	 9.56054e-01	-2.95740e-01
        60	 5.00763e-01	 9.54575e-01	-3.00520e-01
        61	 5.00776e-01	 9.53073e-01	-3.05293e-01
        62	 5.00788e-01	 9.51546e-01	-3.10058e-01
        63	 5.00801e-01	 9.49996e-01	-3.14816e-01
        64	 5.00813e-01	 9.48422e-01	-3.19566e-01
        65	 5.00826e-01	 9.46824e-01	-3.24308e-01
        66	 5.00838e-01	 9.45202e-01	-3.29042e-01
        67	 5.00851e-01	 9.43557e-01	-3.33768e-01
        68	 5.00863e-01	 9.41888e-01	-3.38486e-01
        69	 5.00876e-01	 9.40196e-01	-3.43195e-01
        70	 5.00888e-01	 9.38480e-01	-3.47896e-01
        71	 5.00901e-01	 9.36741e-01	-3.52589e-01
        72	 5.00913e-01	 9.34978e-01	-3.57272e-01
        73	 5.00926e-01	 9.33191e-01	-3.61947e-01
        74	 5.00938e-01	 9.31382e-01	-3.66613e-01
        75	 5.00951e-01	 9.29548e-01	-3.71270e-01
        76	 5.00963e-01	 9.27692e-01	-3.75918e-01
        77	 5.00976e-01	 9.25813e-01	-3.80556e-01
