0.0005     2000		5.00000e-01	 5.39881e-01	-8.41741e-01
0.001      1000	 	5.00000e-01	 5.39461e-01	-8.42011e-01
0.002       500	 	5.00000e-01	 5.38618e-01	-8.42550e-01
0.003       333	 	4.99999e-01	 5.38618e-01	-8.42549e-01
0.004       250	 	4.99999e-01	 5.36932e-01	-8.43624e-01
