         0	 5.01000e-01	 1.00100e+00	-5.00000e-07
         1	 4.99000e-01	 4.99999e-04	 9.98999e-01
         2	 5.02001e-01	 1.00200e+00	-9.99999e-07
         3	 4.97999e-01	 4.99998e-04	 9.97997e-01
         4	 5.03001e-01	 1.00300e+00	-1.50000e-06
         5	 4.96999e-01	 4.99997e-04	 9.96994e-01
         6	 5.04002e-01	 1.00399e+00	-1.99999e-06
         7	 4.95998e-01	 4.99995e-04	 9.95990e-01
         8	 5.05002e-01	 1.00499e+00	-2.49999e-06
         9	 4.94998e-01	 4.99992e-04	 9.94985e-01
        10	 5.06003e-01	 1.00598e+00	-2.99998e-06
        11	 4.93997e-01	 4.99989e-04	 9.93979e-01
        12	 5.07003e-01	 1.00698e+00	-3.49997e-06
        13	 4.92997e-01	 4.99986e-04	 9.92972e-01
        14	 5.08004e-01	 1.00797e+00	-3.99996e-06
        15	 4.91996e-01	 4.99982e-04	 9.91964e-01
        16	 5.09004e-01	 1.00896e+00	-4.49994e-06
        17	 4.90996e-01	 4.99977e-04	 9.90955e-01
        18	 5.10004e-01	 1.00995e+00	-4.99992e-06
        19	 4.89996e-01	 4.99972e-04	 9.89945e-01
        20	 5.11005e-01	 1.01094e+00	-5.49989e-06
        21	 4.88995e-01	 4.99967e-04	 9.88934e-01
        22	 5.12005e-01	 1.01193e+00	-5.99986e-06
        23	 4.87995e-01	 4.99961e-04	 9.87922e-01
        24	 5.13005e-01	 1.01292e+00	-6.49982e-06
        25	 4.86995e-01	 4.99954e-04	 9.86909e-01
        26	 5.14005e-01	 1.01391e+00	-6.99977e-06
        27	 4.85995e-01	 4.99947e-04	 9.85895e-01
        28	 5.15005e-01	 1.01489e+00	-7.49972e-06
        29	 4.84995e-01	 4.99940e-04	 9.84880e-01
        30	 5.16005e-01	 1.01588e+00	-7.99966e-06
        31	 4.83995e-01	 4.99932e-04	 9.83865e-01
        32	 5.17005e-01	 1.01686e+00	-8.49959e-06
        33	 4.82995e-01	 4.99923e-04	 9.82848e-01
        34	 5.18005e-01	 1.01785e+00	-8.99952e-06
        35	 4.81995e-01	 4.99914e-04	 9.81830e-01
        36	 5.19005e-01	 1.01883e+00	-9.49943e-06
        37	 4.80995e-01	 4.99905e-04	 9.80811e-01
        38	 5.20005e-01	 1.01981e+00	-9.99933e-06
        39	 4.79996e-01	 4.99895e-04	 9.79791e-01
        40	 5.21005e-01	 1.02079e+00	-1.04992e-05
        41	 4.78996e-01	 4.99884e-04	 9.78770e-01
        42	 5.22004e-01	 1.02177e+00	-1.09991e-05
        43	 4.77996e-01	 4.99873e-04	 9.77749e-01
        44	 5.23004e-01	 1.02274e+00	-1.14990e-05
        45	 4.76997e-01	 4.99862e-04	 9.76726e-01
        46	 5.24003e-01	 1.02372e+00	-1.19988e-05
        47	 4.75998e-01	 4.99850e-04	 9.75702e-01
        48	 5.25002e-01	 1.02470e+00	-1.24987e-05
        49	 4.74998e-01	 4.99837e-04	 9.74677e-01
        50	 5.26002e-01	 1.02567e+00	-1.29985e-05
        51	 4.73999e-01	 4.99824e-04	 9.73652e-01
        52	 5.27001e-01	 1.02665e+00	-1.34984e-05
        53	 4.73000e-01	 4.99811e-04	 9.72625e-01
        54	 5.28000e-01	 1.02762e+00	-1.39982e-05
        55	 4.72001e-01	 4.99797e-04	 9.71598e-01
        56	 5.28999e-01	 1.02859e+00	-1.44980e-05
        57	 4.71002e-01	 4.99782e-04	 9.70569e-01
        58	 5.29997e-01	 1.02956e+00	-1.49978e-05
        59	 4.70003e-01	 4.99767e-04	 9.69539e-01
        60	 5.30996e-01	 1.03053e+00	-1.54975e-05
        61	 4.69005e-01	 4.99752e-04	 9.68509e-01
        62	 5.31995e-01	 1.03150e+00	-1.59973e-05
        63	 4.68006e-01	 4.99736e-04	 9.67477e-01
        64	 5.32993e-01	 1.03247e+00	-1.64970e-05
        65	 4.67008e-01	 4.99720e-04	 9.66445e-01
        66	 5.33991e-01	 1.03343e+00	-1.69967e-05
        67	 4.66010e-01	 4.99703e-04	 9.65411e-01
        68	 5.34990e-01	 1.03440e+00	-1.74964e-05
        69	 4.65012e-01	 4.99685e-04	 9.64377e-01
        70	 5.35988e-01	 1.03536e+00	-1.79961e-05
        71	 4.64014e-01	 4.99667e-04	 9.63342e-01
        72	 5.36985e-01	 1.03633e+00	-1.84958e-05
        73	 4.63016e-01	 4.99649e-04	 9.62305e-01
        74	 5.37983e-01	 1.03729e+00	-1.89954e-05
        75	 4.62018e-01	 4.99630e-04	 9.61268e-01
        76	 5.38981e-01	 1.03825e+00	-1.94951e-05
        77	 4.61021e-01	 4.99610e-04	 9.60230e-01
        78	 5.39978e-01	 1.03921e+00	-1.99947e-05
        79	 4.60023e-01	 4.99590e-04	 9.59191e-01
        80	 5.40975e-01	 1.04017e+00	-2.04943e-05
        81	 4.59026e-01	 4.99570e-04	 9.58150e-01
        82	 5.41972e-01	 1.04113e+00	-2.09938e-05
