  0.00500  0.00000E+00
  0.01500  0.00000E+00
  0.02500  0.00000E+00
  0.03500  0.00000E+00
  0.04500  0.00000E+00
  0.05500  0.00000E+00
  0.06500  0.00000E+00
  0.07500  0.00000E+00
  0.08500  0.00000E+00
  0.09500  0.00000E+00
  0.10500  0.00000E+00
  0.11500  0.00000E+00
  0.12500  0.00000E+00
  0.13500  0.00000E+00
  0.14500  0.00000E+00
  0.15500  0.00000E+00
  0.16500  0.00000E+00
  0.17500  0.00000E+00
  0.18500  0.00000E+00
  0.19500  0.00000E+00
  0.20500  0.00000E+00
  0.21500  0.00000E+00
  0.22500  0.00000E+00
  0.23500  0.00000E+00
  0.24500  0.00000E+00
  0.25500  0.00000E+00
  0.26500  0.00000E+00
  0.27500  0.00000E+00
  0.28500  0.00000E+00
  0.29500  0.00000E+00
  0.30500  0.00000E+00
  0.31500  0.00000E+00
  0.32500  0.00000E+00
  0.33500  0.00000E+00
  0.34500  0.00000E+00
  0.35500  0.00000E+00
  0.36500  0.00000E+00
  0.37500  0.00000E+00
  0.38500  0.00000E+00
  0.39500  0.00000E+00
  0.40500  0.00000E+00
  0.41500  0.00000E+00
  0.42500  0.00000E+00
  0.43500  0.00000E+00
  0.44500  0.00000E+00
  0.45500  0.00000E+00
  0.46500  0.00000E+00
  0.47500  0.00000E+00
  0.48500  0.00000E+00
  0.49500  0.00000E+00
  0.50500  0.00000E+00
  0.51500  0.00000E+00
  0.52500  0.00000E+00
  0.53500  0.00000E+00
  0.54500  0.00000E+00
  0.55500  0.00000E+00
  0.56500  0.00000E+00
  0.57500  0.00000E+00
  0.58500  0.00000E+00
  0.59500  0.00000E+00
  0.60500  0.00000E+00
  0.61500  0.00000E+00
  0.62500  0.00000E+00
  0.63500  0.00000E+00
  0.64500  0.00000E+00
  0.65500  0.00000E+00
  0.66500  0.00000E+00
  0.67500  0.00000E+00
  0.68500  0.00000E+00
  0.69500  0.00000E+00
  0.70500  0.00000E+00
  0.71500  0.00000E+00
  0.72500  0.00000E+00
  0.73500  0.00000E+00
  0.74500  0.00000E+00
  0.75500  0.00000E+00
  0.76500  0.00000E+00
  0.77500  0.00000E+00
  0.78500  0.00000E+00
  0.79500  0.00000E+00
  0.80500  0.00000E+00
  0.81500  0.00000E+00
  0.82500  0.00000E+00
  0.83500  0.00000E+00
  0.84500  0.00000E+00
  0.85500  0.00000E+00
  0.86500  0.00000E+00
  0.87500  0.00000E+00
  0.88500  0.00000E+00
  0.89500  0.00000E+00
  0.90500  2.05196E-03
  0.91500  2.60956E-02
  0.92500  6.48179E-02
  0.93500  9.99647E-02
  0.94500  1.91957E-01
  0.95500  3.90657E-01
  0.96500  6.13607E-01
  0.97500  7.77875E-01
  0.98500  1.06010E+00
  0.99500  1.41744E+00
  1.00500  1.77708E+00
  1.01500  2.15496E+00
  1.02500  2.30346E+00
  1.03500  2.70002E+00
  1.04500  2.74093E+00
  1.05500  3.05764E+00
  1.06500  3.01235E+00
  1.07500  3.08600E+00
  1.08500  3.14069E+00
  1.09500  3.07662E+00
  1.10500  3.16295E+00
  1.11500  3.04970E+00
  1.12500  2.91207E+00
  1.13500  2.78271E+00
  1.14500  2.75611E+00
  1.15500  2.58512E+00
  1.16500  2.44064E+00
  1.17500  2.34449E+00
  1.18500  2.13873E+00
  1.19500  1.93361E+00
  1.20500  1.81137E+00
  1.21500  1.67920E+00
  1.22500  1.58808E+00
  1.23500  1.50406E+00
  1.24500  1.35206E+00
  1.25500  1.25377E+00
  1.26500  1.12690E+00
  1.27500  1.06071E+00
  1.28500  9.50627E-01
  1.29500  9.09944E-01
  1.30500  8.48683E-01
  1.31500  7.95004E-01
  1.32500  6.80623E-01
  1.33500  6.37459E-01
  1.34500  5.78772E-01
  1.35500  5.62030E-01
  1.36500  4.98803E-01
  1.37500  4.96906E-01
  1.38500  4.85377E-01
  1.39500  4.35261E-01
  1.40500  4.63143E-01
  1.41500  4.29760E-01
  1.42500  4.29542E-01
  1.43500  4.24393E-01
  1.44500  3.93588E-01
  1.45500  4.33447E-01
  1.46500  3.96227E-01
  1.47500  4.17904E-01
  1.48500  4.48119E-01
  1.49500  4.50416E-01
  1.50500  4.71903E-01
  1.51500  4.67891E-01
  1.52500  5.14528E-01
  1.53500  5.20686E-01
  1.54500  5.47058E-01
  1.55500  5.34484E-01
  1.56500  5.26302E-01
  1.57500  5.69776E-01
  1.58500  6.25495E-01
  1.59500  5.27831E-01
  1.60500  6.21084E-01
  1.61500  5.93448E-01
  1.62500  5.98896E-01
  1.63500  6.06052E-01
  1.64500  6.16716E-01
  1.65500  5.97018E-01
  1.66500  6.01991E-01
  1.67500  6.44543E-01
  1.68500  5.80682E-01
  1.69500  6.08950E-01
  1.70500  6.24373E-01
  1.71500  6.48541E-01
  1.72500  6.30869E-01
  1.73500  6.51541E-01
  1.74500  6.86592E-01
  1.75500  7.14802E-01
  1.76500  7.50965E-01
  1.77500  7.56927E-01
  1.78500  8.35503E-01
  1.79500  8.78382E-01
  1.80500  9.19227E-01
  1.81500  9.90753E-01
  1.82500  1.03139E+00
  1.83500  1.11052E+00
  1.84500  1.12024E+00
  1.85500  1.20684E+00
  1.86500  1.27995E+00
  1.87500  1.35430E+00
  1.88500  1.42936E+00
  1.89500  1.46954E+00
  1.90500  1.44072E+00
  1.91500  1.50179E+00
  1.92500  1.52568E+00
  1.93500  1.51803E+00
  1.94500  1.58732E+00
  1.95500  1.59618E+00
  1.96500  1.57824E+00
  1.97500  1.52654E+00
  1.98500  1.55809E+00
  1.99500  1.54042E+00
  2.00500  1.56063E+00
  2.01500  1.53193E+00
  2.02500  1.47175E+00
  2.03500  1.39605E+00
  2.04500  1.45194E+00
  2.05500  1.38094E+00
  2.06500  1.31045E+00
  2.07500  1.26975E+00
  2.08500  1.25180E+00
  2.09500  1.23988E+00
  2.10500  1.18944E+00
  2.11500  1.15116E+00
  2.12500  1.10351E+00
  2.13500  1.03826E+00
  2.14500  1.04322E+00
  2.15500  1.03392E+00
  2.16500  1.05523E+00
  2.17500  9.62385E-01
  2.18500  9.78966E-01
  2.19500  9.45301E-01
  2.20500  9.13242E-01
  2.21500  9.04327E-01
  2.22500  9.08779E-01
  2.23500  8.80144E-01
  2.24500  8.80321E-01
  2.25500  8.74184E-01
  2.26500  8.54689E-01
  2.27500  8.49790E-01
  2.28500  8.57817E-01
  2.29500  8.40787E-01
  2.30500  8.26546E-01
  2.31500  8.29454E-01
  2.32500  8.43477E-01
  2.33500  8.48908E-01
  2.34500  8.31289E-01
  2.35500  8.30911E-01
  2.36500  8.59659E-01
  2.37500  8.25023E-01
  2.38500  8.58892E-01
  2.39500  8.64040E-01
  2.40500  8.60646E-01
  2.41500  8.84942E-01
  2.42500  9.07955E-01
  2.43500  9.24016E-01
  2.44500  9.23521E-01
  2.45500  9.38599E-01
  2.46500  9.28789E-01
