  0.00000  2.68222E+00  1.00000E+00
  0.00500  2.67985E+00  9.99117E-01
  0.01000  2.66673E+00  9.94227E-01
  0.01500  2.64316E+00  9.85440E-01
  0.02000  2.60960E+00  9.72928E-01
  0.02500  2.56664E+00  9.56910E-01
  0.03000  2.51496E+00  9.37643E-01
  0.03500  2.45538E+00  9.15431E-01
  0.04000  2.38885E+00  8.90627E-01
  0.04500  2.31644E+00  8.63631E-01
  0.05000  2.23930E+00  8.34868E-01
  0.05500  2.15856E+00  8.04766E-01
  0.06000  2.07532E+00  7.73733E-01
  0.06500  1.99060E+00  7.42148E-01
  0.07000  1.90533E+00  7.10356E-01
  0.07500  1.82035E+00  6.78674E-01
  0.08000  1.73643E+00  6.47386E-01
  0.08500  1.65422E+00  6.16735E-01
  0.09000  1.57423E+00  5.86915E-01
  0.09500  1.49683E+00  5.58057E-01
  0.10000  1.42221E+00  5.30238E-01
  0.10500  1.35047E+00  5.03489E-01
  0.11000  1.28160E+00  4.77812E-01
  0.11500  1.21557E+00  4.53196E-01
  0.12000  1.15234E+00  4.29623E-01
  0.12500  1.09186E+00  4.07075E-01
  0.13000  1.03409E+00  3.85536E-01
  0.13500  9.78988E-01  3.64992E-01
  0.14000  9.26528E-01  3.45434E-01
  0.14500  8.76692E-01  3.26854E-01
  0.15000  8.29463E-01  3.09245E-01
  0.15500  7.84822E-01  2.92602E-01
  0.16000  7.42730E-01  2.76909E-01
  0.16500  7.03130E-01  2.62145E-01
  0.17000  6.65947E-01  2.48282E-01
  0.17500  6.31099E-01  2.35290E-01
  0.18000  5.98509E-01  2.23140E-01
  0.18500  5.68100E-01  2.11802E-01
  0.19000  5.39791E-01  2.01248E-01
  0.19500  5.13489E-01  1.91442E-01
  0.20000  4.89082E-01  1.82342E-01
  0.20500  4.66447E-01  1.73904E-01
  0.21000  4.45465E-01  1.66081E-01
  0.21500  4.26024E-01  1.58833E-01
  0.22000  4.08021E-01  1.52121E-01
  0.22500  3.91340E-01  1.45902E-01
  0.23000  3.75848E-01  1.40126E-01
  0.23500  3.61398E-01  1.34739E-01
  0.24000  3.47851E-01  1.29688E-01
  0.24500  3.35101E-01  1.24934E-01
  0.25000  3.23096E-01  1.20459E-01
  0.25500  3.11834E-01  1.16260E-01
  0.26000  3.01350E-01  1.12351E-01
  0.26500  2.91685E-01  1.08748E-01
  0.27000  2.82861E-01  1.05458E-01
  0.27500  2.74868E-01  1.02478E-01
  0.28000  2.67661E-01  9.97910E-02
  0.28500  2.61170E-01  9.73709E-02
  0.29000  2.55298E-01  9.51818E-02
  0.29500  2.49933E-01  9.31814E-02
  0.30000  2.44958E-01  9.13266E-02
  0.30500  2.40274E-01  8.95804E-02
  0.31000  2.35819E-01  8.79193E-02
  0.31500  2.31569E-01  8.63349E-02
  0.32000  2.27528E-01  8.48282E-02
  0.32500  2.23696E-01  8.33997E-02
  0.33000  2.20053E-01  8.20415E-02
  0.33500  2.16558E-01  8.07386E-02
  0.34000  2.13167E-01  7.94744E-02
  0.34500  2.09848E-01  7.82366E-02
  0.35000  2.06584E-01  7.70198E-02
  0.35500  2.03374E-01  7.58231E-02
  0.36000  2.00219E-01  7.46468E-02
  0.36500  1.97118E-01  7.34908E-02
  0.37000  1.94071E-01  7.23548E-02
  0.37500  1.91078E-01  7.12390E-02
  0.38000  1.88144E-01  7.01449E-02
  0.38500  1.85276E-01  6.90758E-02
  0.39000  1.82490E-01  6.80370E-02
  0.39500  1.79804E-01  6.70356E-02
  0.40000  1.77242E-01  6.60804E-02
  0.40500  1.74822E-01  6.51781E-02
  0.41000  1.72543E-01  6.43287E-02
  0.41500  1.70377E-01  6.35209E-02
  0.42000  1.68259E-01  6.27312E-02
  0.42500  1.66110E-01  6.19303E-02
  0.43000  1.63860E-01  6.10911E-02
  0.43500  1.61461E-01  6.01969E-02
  0.44000  1.58900E-01  5.92420E-02
  0.44500  1.56182E-01  5.82289E-02
  0.45000  1.53330E-01  5.71656E-02
  0.45500  1.50374E-01  5.60633E-02
  0.46000  1.47350E-01  5.49359E-02
  0.46500  1.44297E-01  5.37977E-02
  0.47000  1.41252E-01  5.26624E-02
  0.47500  1.38245E-01  5.15415E-02
  0.48000  1.35303E-01  5.04444E-02
  0.48500  1.32438E-01  4.93762E-02
  0.49000  1.29644E-01  4.83348E-02
  0.49500  1.26898E-01  4.73107E-02
  0.50000  1.24160E-01  4.62902E-02
