       100	 3.70063e-01	 5.55095e-01	-6.78505e+00	-6.22967e+00	-3.65219e+00
       200	 4.15041e-01	 6.22561e-01	-6.85297e+00	-6.23009e+00	-4.00186e+00
       300	 4.06280e-01	 6.09420e-01	-6.83884e+00	-6.22911e+00	-4.00021e+00
       400	 3.58470e-01	 5.37705e-01	-6.76786e+00	-6.22986e+00	-3.54128e+00
       500	 3.90625e-01	 5.85938e-01	-6.81530e+00	-6.22906e+00	-3.93267e+00
       600	 3.87904e-01	 5.81856e-01	-6.80811e+00	-6.22592e+00	-3.88615e+00
       700	 3.59396e-01	 5.39094e-01	-6.76708e+00	-6.22766e+00	-3.60756e+00
       800	 3.84130e-01	 5.76194e-01	-6.80856e+00	-6.23204e+00	-3.84091e+00
       900	 3.66778e-01	 5.50167e-01	-6.77847e+00	-6.22800e+00	-3.62245e+00
      1000	 3.71733e-01	 5.57599e-01	-6.78756e+00	-6.22966e+00	-3.77003e+00
      1100	 3.70405e-01	 5.55608e-01	-6.79100e+00	-6.23509e+00	-3.71190e+00
      1200	 3.88899e-01	 5.83348e-01	-6.81179e+00	-6.22815e+00	-3.80823e+00
      1300	 3.63281e-01	 5.44921e-01	-6.77494e+00	-6.22971e+00	-3.72101e+00
      1400	 3.67379e-01	 5.51069e-01	-6.78113e+00	-6.22974e+00	-3.69737e+00
      1500	 3.37553e-01	 5.06330e-01	-6.73363e+00	-6.22695e+00	-3.41100e+00
      1600	 3.96479e-01	 5.94719e-01	-6.82453e+00	-6.22950e+00	-3.94650e+00
      1700	 3.81137e-01	 5.71706e-01	-6.80130e+00	-6.22930e+00	-3.77014e+00
      1800	 3.78796e-01	 5.68195e-01	-6.80216e+00	-6.23363e+00	-3.76992e+00
      1900	 3.62094e-01	 5.43140e-01	-6.77783e+00	-6.23437e+00	-3.68375e+00
      2000	 3.80795e-01	 5.71193e-01	-6.80538e+00	-6.23389e+00	-3.81748e+00
      2100	 3.91908e-01	 5.87861e-01	-6.82049e+00	-6.23233e+00	-3.90978e+00
      2200	 3.75121e-01	 5.62681e-01	-6.79150e+00	-6.22846e+00	-3.79981e+00
      2300	 3.35405e-01	 5.03108e-01	-6.73404e+00	-6.23057e+00	-3.39703e+00
      2400	 3.81754e-01	 5.72631e-01	-6.80162e+00	-6.22865e+00	-3.82779e+00
      2500	 3.76677e-01	 5.65015e-01	-6.79425e+00	-6.22892e+00	-3.86613e+00
      2600	 3.59872e-01	 5.39809e-01	-6.76911e+00	-6.22897e+00	-3.65376e+00
      2700	 4.09852e-01	 6.14778e-01	-6.84325e+00	-6.22817e+00	-4.00459e+00
      2800	 3.76994e-01	 5.65491e-01	-6.79027e+00	-6.22445e+00	-3.83215e+00
      2900	 3.68031e-01	 5.52047e-01	-6.78379e+00	-6.23142e+00	-3.68828e+00
      3000	 3.84119e-01	 5.76179e-01	-6.80440e+00	-6.22790e+00	-3.83162e+00
      3100	 3.90488e-01	 5.85732e-01	-6.81065e+00	-6.22460e+00	-3.86023e+00
      3200	 3.59862e-01	 5.39793e-01	-6.77205e+00	-6.23194e+00	-3.60379e+00
      3300	 3.56367e-01	 5.34550e-01	-6.76591e+00	-6.23100e+00	-3.66888e+00
      3400	 3.83563e-01	 5.75345e-01	-6.80682e+00	-6.23119e+00	-3.83157e+00
      3500	 3.81942e-01	 5.72913e-01	-6.80498e+00	-6.23175e+00	-3.72893e+00
      3600	 3.98028e-01	 5.97042e-01	-6.82525e+00	-6.22791e+00	-3.90843e+00
      3700	 3.63386e-01	 5.45080e-01	-6.77777e+00	-6.23237e+00	-3.74852e+00
      3800	 4.11970e-01	 6.17955e-01	-6.84839e+00	-6.23017e+00	-3.94771e+00
      3900	 3.60589e-01	 5.40884e-01	-6.76705e+00	-6.22584e+00	-3.68239e+00
      4000	 3.62090e-01	 5.43135e-01	-6.76957e+00	-6.22608e+00	-3.66352e+00
      4100	 3.94450e-01	 5.91675e-01	-6.82269e+00	-6.23067e+00	-3.95974e+00
      4200	 3.63511e-01	 5.45267e-01	-6.77298e+00	-6.22736e+00	-3.68515e+00
      4300	 3.52825e-01	 5.29237e-01	-6.75967e+00	-6.23011e+00	-3.57163e+00
      4400	 3.55164e-01	 5.32746e-01	-6.76174e+00	-6.22863e+00	-3.66150e+00
      4500	 3.67334e-01	 5.51001e-01	-6.77840e+00	-6.22705e+00	-3.65383e+00
      4600	 3.52597e-01	 5.28895e-01	-6.75839e+00	-6.22911e+00	-3.64170e+00
      4700	 3.27975e-01	 4.91963e-01	-6.72781e+00	-6.23550e+00	-3.47733e+00
      4800	 3.75092e-01	 5.62638e-01	-6.79292e+00	-6.22999e+00	-3.68498e+00
      4900	 3.64307e-01	 5.46460e-01	-6.77802e+00	-6.23123e+00	-3.63989e+00
      5000	 3.71181e-01	 5.56772e-01	-6.78664e+00	-6.22955e+00	-3.67437e+00
      5100	 3.95167e-01	 5.92751e-01	-6.82318e+00	-6.23014e+00	-3.91729e+00
      5200	 4.12652e-01	 6.18978e-01	-6.84962e+00	-6.23032e+00	-4.05739e+00
      5300	 3.47265e-01	 5.20898e-01	-6.75400e+00	-6.23274e+00	-3.58396e+00
      5400	 3.78616e-01	 5.67925e-01	-6.79576e+00	-6.22753e+00	-3.72566e+00
      5500	 3.85822e-01	 5.78733e-01	-6.80624e+00	-6.22719e+00	-3.81713e+00
      5600	 3.67012e-01	 5.50518e-01	-6.77708e+00	-6.22622e+00	-3.66481e+00
      5700	 4.24072e-01	 6.36109e-01	-6.86477e+00	-6.22839e+00	-4.16446e+00
      5800	 3.47849e-01	 5.21774e-01	-6.75401e+00	-6.23189e+00	-3.60130e+00
      5900	 3.79244e-01	 5.68866e-01	-6.79577e+00	-6.22658e+00	-3.83007e+00
      6000	 3.74362e-01	 5.61543e-01	-6.78871e+00	-6.22682e+00	-3.82277e+00
      6100	 3.67760e-01	 5.51640e-01	-6.78073e+00	-6.22873e+00	-3.71070e+00
      6200	 3.48604e-01	 5.22905e-01	-6.75132e+00	-6.22805e+00	-3.64108e+00
      6300	 3.77046e-01	 5.65570e-01	-6.80101e+00	-6.23512e+00	-3.86045e+00
      6400	 3.84811e-01	 5.77217e-01	-6.80488e+00	-6.22734e+00	-3.86160e+00
      6500	 3.90377e-01	 5.85565e-01	-6.81823e+00	-6.23238e+00	-3.91682e+00
      6600	 3.90440e-01	 5.85660e-01	-6.81093e+00	-6.22497e+00	-3.88035e+00
      6700	 3.67297e-01	 5.50945e-01	-6.78213e+00	-6.23086e+00	-3.75476e+00
      6800	 3.80957e-01	 5.71435e-01	-6.79928e+00	-6.22754e+00	-3.82906e+00
      6900	 3.81072e-01	 5.71608e-01	-6.80210e+00	-6.23017e+00	-3.86941e+00
      7000	 3.41081e-01	 5.11621e-01	-6.73765e+00	-6.22568e+00	-3.43588e+00
      7100	 3.93383e-01	 5.90075e-01	-6.82005e+00	-6.22966e+00	-3.90069e+00
      7200	 3.64514e-01	 5.46772e-01	-6.77905e+00	-6.23193e+00	-3.67473e+00
      7300	 3.81578e-01	 5.72366e-01	-6.80359e+00	-6.23090e+00	-3.81890e+00
