0	28.4590941
1	16.0006269343
2	9.40602806348
3	5.94489649953
4	4.23447765
5	3.28539832587
6	2.66106865283
7	2.26139705611
8	1.96709205961
9	1.74996559946
10	1.57402495242
11	1.43325194089
12	1.31681774098
13	1.21906758737
14	1.13592132716
15	1.06479724969
16	1.00248348787
17	0.948254455072
18	0.900313398035
19	0.857814207951
20	0.819960345005
21	0.786029270193
22	0.755522760683
23	0.727974866299
24	0.703032831732
25	0.680387481579
26	0.659778261082
27	0.640983939628
28	0.623828167519
29	0.608139147814
30	0.593784547778
31	0.580642630645
32	0.568615051676
33	0.557599032285
34	0.547529932783
35	0.538326898207
36	0.529936460954
37	0.522301675214
38	0.515377869936
39	0.50912564833
40	0.503500731161
41	0.498474800772
42	0.494030920343
43	0.490130348269
44	0.486762761423
45	0.483906509846
46	0.481546118067
47	0.479670873061
48	0.478273363988
49	0.477345942636
50	0.476882571774
51	0.476882571774
52	0.477345942636
53	0.478273363988
54	0.479670873061
55	0.481546118067
56	0.483906509846
57	0.486762761423
58	0.490130348269
59	0.494030920343
60	0.498474800772
61	0.503500731161
62	0.50912564833
63	0.515377869936
64	0.522301675214
65	0.529936460954
66	0.538326898207
67	0.547529932783
68	0.557599032285
69	0.568615051676
70	0.580642630645
71	0.593784547778
72	0.608139147814
73	0.623828167519
74	0.640983939628
75	0.659778261082
76	0.680387481579
77	0.703032831732
78	0.727974866299
79	0.755522760683
80	0.786029270193
81	0.819960345005
82	0.857814207951
83	0.900313398035
84	0.948254455072
85	1.00248348787
86	1.06479724969
87	1.13592132716
88	1.21906758737
89	1.31681774098
90	1.43325194089
91	1.57402495242
92	1.74996559946
93	1.96709205961
94	2.26139705611
95	2.66106865283
96	3.28539832587
97	4.23447765
98	5.94489649953
99	9.40602806348
100	16.0006269343
