  0.00000  2.98928E+00  1.00000E+00
  0.00500  2.98290E+00  9.97864E-01
  0.01000  2.96496E+00  9.91863E-01
  0.01500  2.93581E+00  9.82112E-01
  0.02000  2.89598E+00  9.68788E-01
  0.02500  2.84618E+00  9.52129E-01
  0.03000  2.78728E+00  9.32425E-01
  0.03500  2.72027E+00  9.10008E-01
  0.04000  2.64622E+00  8.85237E-01
  0.04500  2.56624E+00  8.58481E-01
  0.05000  2.48143E+00  8.30109E-01
  0.05500  2.39284E+00  8.00473E-01
  0.06000  2.30147E+00  7.69907E-01
  0.06500  2.20825E+00  7.38723E-01
  0.07000  2.11406E+00  7.07213E-01
  0.07500  2.01971E+00  6.75651E-01
  0.08000  1.92595E+00  6.44286E-01
  0.08500  1.83347E+00  6.13348E-01
  0.09000  1.74287E+00  5.83041E-01
  0.09500  1.65468E+00  5.53536E-01
  0.10000  1.56930E+00  5.24975E-01
  0.10500  1.48707E+00  4.97466E-01
  0.11000  1.40821E+00  4.71086E-01
  0.11500  1.33283E+00  4.45870E-01
  0.12000  1.26092E+00  4.21813E-01
  0.12500  1.19239E+00  3.98887E-01
  0.13000  1.12714E+00  3.77059E-01
  0.13500  1.06509E+00  3.56304E-01
  0.14000  1.00620E+00  3.36604E-01
  0.14500  9.50432E-01  3.17946E-01
  0.15000  8.97724E-01  3.00314E-01
  0.15500  8.47993E-01  2.83678E-01
  0.16000  8.01117E-01  2.67996E-01
  0.16500  7.56951E-01  2.53221E-01
  0.17000  7.15358E-01  2.39307E-01
  0.17500  6.76233E-01  2.26219E-01
  0.18000  6.39512E-01  2.13935E-01
  0.18500  6.05153E-01  2.02441E-01
  0.19000  5.73116E-01  1.91724E-01
  0.19500  5.43343E-01  1.81764E-01
  0.20000  5.15753E-01  1.72534E-01
  0.20500  4.90248E-01  1.64002E-01
  0.21000  4.66733E-01  1.56135E-01
  0.21500  4.45120E-01  1.48905E-01
  0.22000  4.25328E-01  1.42284E-01
  0.22500  4.07262E-01  1.36241E-01
  0.23000  3.90806E-01  1.30736E-01
  0.23500  3.75812E-01  1.25720E-01
  0.24000  3.62102E-01  1.21134E-01
  0.24500  3.49487E-01  1.16913E-01
  0.25000  3.37784E-01  1.12998E-01
  0.25500  3.26845E-01  1.09339E-01
  0.26000  3.16561E-01  1.05898E-01
  0.26500  3.06857E-01  1.02652E-01
  0.27000  2.97688E-01  9.95850E-02
  0.27500  2.89020E-01  9.66853E-02
  0.28000  2.80827E-01  9.39444E-02
  0.28500  2.73084E-01  9.13542E-02
  0.29000  2.65768E-01  8.89068E-02
  0.29500  2.58857E-01  8.65951E-02
  0.30000  2.52334E-01  8.44128E-02
  0.30500  2.46181E-01  8.23546E-02
  0.31000  2.40382E-01  8.04145E-02
  0.31500  2.34913E-01  7.85851E-02
  0.32000  2.29748E-01  7.68572E-02
  0.32500  2.24854E-01  7.52200E-02
  0.33000  2.20202E-01  7.36639E-02
  0.33500  2.15770E-01  7.21813E-02
  0.34000  2.11542E-01  7.07669E-02
  0.34500  2.07504E-01  6.94160E-02
  0.35000  2.03642E-01  6.81240E-02
  0.35500  1.99944E-01  6.68868E-02
  0.36000  1.96400E-01  6.57014E-02
  0.36500  1.93006E-01  6.45659E-02
  0.37000  1.89752E-01  6.34775E-02
  0.37500  1.86624E-01  6.24311E-02
  0.38000  1.83599E-01  6.14190E-02
  0.38500  1.80651E-01  6.04328E-02
  0.39000  1.77766E-01  5.94676E-02
  0.39500  1.74947E-01  5.85246E-02
  0.40000  1.72213E-01  5.76101E-02
  0.40500  1.69580E-01  5.67292E-02
  0.41000  1.67041E-01  5.58800E-02
  0.41500  1.64564E-01  5.50512E-02
  0.42000  1.62095E-01  5.42252E-02
  0.42500  1.59585E-01  5.33857E-02
  0.43000  1.57010E-01  5.25243E-02
  0.43500  1.54379E-01  5.16441E-02
  0.44000  1.51727E-01  5.07570E-02
  0.44500  1.49100E-01  4.98783E-02
  0.45000  1.46538E-01  4.90212E-02
  0.45500  1.44068E-01  4.81947E-02
  0.46000  1.41702E-01  4.74034E-02
  0.46500  1.39445E-01  4.66484E-02
  0.47000  1.37294E-01  4.59289E-02
  0.47500  1.35244E-01  4.52430E-02
  0.48000  1.33291E-01  4.45895E-02
  0.48500  1.31428E-01  4.39665E-02
  0.49000  1.29646E-01  4.33704E-02
  0.49500  1.27922E-01  4.27935E-02
  0.50000  1.26221E-01  4.22244E-02
