  0.00000  3.13947E+00  1.00000E+00
  0.00500  3.12145E+00  9.94262E-01
  0.01000  3.06652E+00  9.76766E-01
  0.01500  2.97617E+00  9.47987E-01
  0.02000  2.85276E+00  9.08677E-01
  0.02500  2.69930E+00  8.59797E-01
  0.03000  2.51932E+00  8.02468E-01
  0.03500  2.31669E+00  7.37926E-01
  0.04000  2.09560E+00  6.67502E-01
  0.04500  1.86045E+00  5.92601E-01
  0.05000  1.61568E+00  5.14636E-01
  0.05500  1.36558E+00  4.34971E-01
  0.06000  1.11410E+00  3.54871E-01
  0.06500  8.64880E-01  2.75486E-01
  0.07000  6.21131E-01  1.97846E-01
  0.07500  3.85689E-01  1.22852E-01
  0.08000  1.60990E-01  5.12796E-02
  0.08500 -5.09146E-02 -1.62176E-02
  0.09000 -2.48352E-01 -7.91065E-02
  0.09500 -4.30011E-01 -1.36969E-01
  0.10000 -5.94926E-01 -1.89499E-01
  0.10500 -7.42460E-01 -2.36492E-01
  0.11000 -8.72283E-01 -2.77845E-01
  0.11500 -9.84353E-01 -3.13542E-01
  0.12000 -1.07887E+00 -3.43648E-01
  0.12500 -1.15622E+00 -3.68287E-01
  0.13000 -1.21693E+00 -3.87622E-01
  0.13500 -1.26160E+00 -4.01853E-01
  0.14000 -1.29100E+00 -4.11217E-01
  0.14500 -1.30600E+00 -4.15994E-01
  0.15000 -1.30762E+00 -4.16511E-01
  0.15500 -1.29703E+00 -4.13139E-01
  0.16000 -1.27549E+00 -4.06276E-01
  0.16500 -1.24432E+00 -3.96347E-01
  0.17000 -1.20489E+00 -3.83787E-01
  0.17500 -1.15855E+00 -3.69029E-01
  0.18000 -1.10667E+00 -3.52501E-01
  0.18500 -1.05051E+00 -3.34613E-01
  0.19000 -9.91298E-01 -3.15754E-01
  0.19500 -9.30182E-01 -2.96287E-01
  0.20000 -8.68184E-01 -2.76539E-01
  0.20500 -8.06184E-01 -2.56790E-01
  0.21000 -7.44911E-01 -2.37273E-01
  0.21500 -6.84970E-01 -2.18180E-01
  0.22000 -6.26887E-01 -1.99680E-01
  0.22500 -5.71154E-01 -1.81927E-01
  0.23000 -5.18240E-01 -1.65073E-01
  0.23500 -4.68580E-01 -1.49255E-01
  0.24000 -4.22533E-01 -1.34588E-01
  0.24500 -3.80357E-01 -1.21154E-01
  0.25000 -3.42192E-01 -1.08997E-01
  0.25500 -3.08076E-01 -9.81301E-02
  0.26000 -2.77974E-01 -8.85417E-02
  0.26500 -2.51802E-01 -8.02055E-02
  0.27000 -2.29437E-01 -7.30815E-02
  0.27500 -2.10696E-01 -6.71121E-02
  0.28000 -1.95328E-01 -6.22170E-02
  0.28500 -1.83011E-01 -5.82937E-02
  0.29000 -1.73357E-01 -5.52186E-02
  0.29500 -1.65918E-01 -5.28493E-02
  0.30000 -1.60215E-01 -5.10327E-02
  0.30500 -1.55762E-01 -4.96142E-02
  0.31000 -1.52092E-01 -4.84452E-02
  0.31500 -1.48769E-01 -4.73868E-02
  0.32000 -1.45403E-01 -4.63144E-02
  0.32500 -1.41658E-01 -4.51219E-02
  0.33000 -1.37267E-01 -4.37230E-02
  0.33500 -1.32010E-01 -4.20485E-02
  0.34000 -1.25698E-01 -4.00382E-02
  0.34500 -1.18158E-01 -3.76362E-02
  0.35000 -1.09231E-01 -3.47929E-02
  0.35500 -9.88077E-02 -3.14728E-02
  0.36000 -8.68559E-02 -2.76658E-02
  0.36500 -7.34464E-02 -2.33945E-02
  0.37000 -5.87530E-02 -1.87143E-02
  0.37500 -4.30272E-02 -1.37053E-02
  0.38000 -2.65546E-02 -8.45832E-03
  0.38500 -9.61541E-03 -3.06275E-03
  0.39000  7.53567E-03  2.40030E-03
  0.39500  2.46676E-02  7.85725E-03
  0.40000  4.15623E-02  1.32386E-02
  0.40500  5.80077E-02  1.84769E-02
  0.41000  7.37988E-02  2.35068E-02
  0.41500  8.87448E-02  2.82675E-02
  0.42000  1.02677E-01  3.27053E-02
  0.42500  1.15450E-01  3.67737E-02
  0.43000  1.26935E-01  4.04322E-02
  0.43500  1.37026E-01  4.36463E-02
  0.44000  1.45634E-01  4.63883E-02
  0.44500  1.52693E-01  4.86365E-02
  0.45000  1.58142E-01  5.03724E-02
  0.45500  1.61927E-01  5.15779E-02
  0.46000  1.63995E-01  5.22366E-02
  0.46500  1.64320E-01  5.23400E-02
  0.47000  1.62921E-01  5.18943E-02
  0.47500  1.59869E-01  5.09225E-02
  0.48000  1.55277E-01  4.94597E-02
  0.48500  1.49273E-01  4.75474E-02
  0.49000  1.41992E-01  4.52281E-02
  0.49500  1.33560E-01  4.25421E-02
  0.50000  1.24091E-01  3.95262E-02
