	        10	 5.98599e-02	 6.00000e-01	 5.49517e+01	 2.74952e+02	 1.81850e+00
	        20	 1.80653e-01	 4.28571e-01	-4.52385e+00	 4.23020e+02	 1.18198e+00
	        30	 5.28775e-01	 7.69231e-01	-6.18512e+00	 5.85699e+02	 8.53680e-01
	        40	 5.34296e-01	 4.28571e-01	-6.19176e+00	 5.81701e+02	 8.59548e-01
	        50	 5.33667e-01	 1.00000e-01	-6.18039e+00	 5.85043e+02	 8.54639e-01
	        60	 5.34683e-01	 3.33333e-01	-6.17249e+00	 5.86155e+02	 8.53017e-01
	        70	 5.24554e-01	 2.72727e-01	-6.26128e+00	 5.82461e+02	 8.58427e-01
	        80	 5.37706e-01	 3.57143e-01	-6.15744e+00	 5.87388e+02	 8.51225e-01
	        90	 5.21739e-01	 5.55556e-01	-6.20078e+00	 5.89314e+02	 8.48444e-01
	       100	 5.40389e-01	 1.81818e-01	-6.16072e+00	 5.86244e+02	 8.52887e-01
	       110	 5.37598e-01	 3.07692e-01	-6.20536e+00	 5.86187e+02	 8.52970e-01
	       120	 5.29613e-01	 3.68421e-01	-6.20572e+00	 5.79825e+02	 8.62329e-01
	       130	 5.03004e-01	 5.00000e-01	-6.21562e+00	 5.79540e+02	 8.62753e-01
	       140	 5.31958e-01	 5.55556e-01	-6.20520e+00	 5.87974e+02	 8.50378e-01
	       150	 5.27338e-01	 5.71429e-01	-6.15432e+00	 5.88493e+02	 8.49628e-01
	       160	 5.32559e-01	 4.44444e-01	-6.20463e+00	 5.85254e+02	 8.54330e-01
	       170	 5.34376e-01	 4.54545e-01	-6.08922e+00	 5.90543e+02	 8.46678e-01
	       180	 5.32358e-01	 4.44444e-01	-6.08811e+00	 5.93211e+02	 8.42870e-01
	       190	 5.08709e-01	 6.00000e-01	-6.08630e+00	 5.91061e+02	 8.45937e-01
	       200	 5.15716e-01	 2.00000e-01	-6.16753e+00	 5.80709e+02	 8.61017e-01
	       210	 5.24639e-01	 2.50000e-01	-6.06355e+00	 5.94486e+02	 8.41063e-01
	       220	 5.23724e-01	 0.00000e+00	-6.09552e+00	 5.91365e+02	 8.45502e-01
	       230	 5.32226e-01	 2.50000e-01	-6.17952e+00	 5.85227e+02	 8.54369e-01
	       240	 5.46765e-01	 7.14286e-01	-6.15145e+00	 5.84022e+02	 8.56132e-01
	       250	 5.26727e-01	 2.00000e-01	-6.15256e+00	 5.90126e+02	 8.47276e-01
	       260	 5.43761e-01	 5.71429e-01	-6.17164e+00	 5.86468e+02	 8.52561e-01
	       270	 5.27845e-01	 8.75000e-01	-6.02125e+00	 5.99923e+02	 8.33441e-01
	       280	 5.15224e-01	 6.25000e-01	-6.12119e+00	 5.86735e+02	 8.52173e-01
	       290	 5.30862e-01	 6.00000e-01	-6.21762e+00	 5.86325e+02	 8.52769e-01
	       300	 5.17843e-01	 5.00000e-01	-6.15572e+00	 5.87224e+02	 8.51464e-01
