	         1	 9.95745e-01	 4.28571e-01	-3.93743e+00	 4.59291e+02	 5.57381e-01
	         2	 9.78166e-01	 4.44444e-01	-4.91276e+00	 4.00328e+02	 6.39476e-01
	         3	 7.41228e-01	 6.78571e-01	-6.93217e+00	 2.95745e+02	 8.65612e-01
	         4	 4.79638e-01	 4.28571e-01	-7.29783e+00	 2.61968e+02	 9.77220e-01
	         5	 4.52991e-01	 5.00000e-01	-7.34976e+00	 2.65167e+02	 9.65429e-01
	         6	 5.13393e-01	 2.81250e-01	-7.33756e+00	 2.66409e+02	 9.60928e-01
	         7	 5.20833e-01	 3.75000e-01	-7.38613e+00	 2.63584e+02	 9.71228e-01
	         8	 4.14847e-01	 4.07407e-01	-7.40908e+00	 2.61657e+02	 9.78380e-01
	         9	 4.75336e-01	 5.15152e-01	-7.41313e+00	 2.59474e+02	 9.86612e-01
	        10	 4.56621e-01	 4.86486e-01	-7.38506e+00	 2.64768e+02	 9.66885e-01
	        11	 4.36937e-01	 3.82353e-01	-7.42062e+00	 2.64198e+02	 9.68970e-01
	        12	 4.80349e-01	 5.55556e-01	-7.40301e+00	 2.62524e+02	 9.75148e-01
	        13	 4.54167e-01	 1.87500e-01	-7.44553e+00	 2.60341e+02	 9.83326e-01
	        14	 4.89083e-01	 2.59259e-01	-7.44960e+00	 2.62105e+02	 9.76706e-01
	        15	 4.78814e-01	 2.50000e-01	-7.45225e+00	 2.59080e+02	 9.88113e-01
	        16	 4.59916e-01	 3.15789e-01	-7.43226e+00	 2.61437e+02	 9.79205e-01
	        17	 4.75983e-01	 3.70370e-01	-7.42966e+00	 2.59977e+02	 9.84701e-01
	        18	 4.18103e-01	 4.16667e-01	-7.43035e+00	 2.64677e+02	 9.67217e-01
	        19	 3.97436e-01	 2.72727e-01	-7.44049e+00	 2.60030e+02	 9.84502e-01
	        20	 4.55357e-01	 4.06250e-01	-7.45257e+00	 2.60289e+02	 9.83522e-01
	        21	 5.43568e-01	 7.33333e-01	-7.38653e+00	 2.64381e+02	 9.68298e-01
	        22	 4.97778e-01	 4.19355e-01	-7.37527e+00	 2.58907e+02	 9.88771e-01
